EnglishName,LatinName,AssemblyID,AssemblyID_main,AnnotationLevel,NumGenes,ContigInfo,NumContigs,LocusFraction,Locus
particolored bat,Vespertilio murinus,mVesMur1,mVesMur1.pri,2,112,[('OZ004704.1', 217922009, 218960630), ('CAWUQJ010000106.1', 17744, 644939)],2,NA,IGH
pallid bat,Antrozous pallidus,mAntPal1,mAntPal1.pri,0,61,[('CM050515.1', 113505670, 114645743)],1,0.0099440541468973,IGH
lesser noctule,Nyctalus leisleri,mNycLei1,mNycLei1.hap1,2,157,[('OZ183624.2', 172679, 1701713), ('CAXWAE020000002.1', 4925921, 5693533)],2,NA,IGH
brown big-eared bat,Plecotus auritus,mPleAur1,mPleAur1.pri,2,371,[('OY734022.1', 8463, 3162643), ('OY734036.1', 16885109, 17560282)],2,NA,IGH
great fruit-eating bat,Artibeus lituratus,mArtLit1,mArtLit1.hap1,0,53,[('CM076394.2', 5640422, 10965634)],1,0.14279328203795,IGH
proboscis bat,Rhynchonycteris naso,mRhyNas2,mRhyNas2.hap1,0,71,[('CM072999.1', 219246, 1728158)],1,0.0057570133220212,IGH
Alvarez's mastiff bat,Molossus alvarezi,mMolAlv2,mMolAlv2.hap1,2,124,[('JBAWUI010000033.1', 8036, 2008940), ('JBAWUI010000036.1', 1847, 1423093), ('CM073846.1', 11245, 1633378)],3,NA,IGH
common pipistrelle,Pipistrellus pipistrellus,mPipPip1,mPipPip1.pri,0,41,[('CAJEUF010009467.1', 52213, 339614)],1,0.841401863139466,IGH
Pallas's mastiff bat,Molossus molossus,mMolMol1,mMolMol1.pri,0,9,[('JACASF010000027.1', 28995, 1047130)],1,0.285363574498045,IGH
lesser sac-winged bat,Saccopteryx leptura,mSacLep1,mSacLep1.pri,0,83,[('CM072139.1', 2766, 844347)],1,0.0042888963907765,IGH
northern bat,Eptesicus nilssonii,mEptNil1.1,mEptNil1.1.pri,2,246,[('CATOCW010001330.1', 72669, 1560944), ('CATOCW010004743.1', 154404, 893218), ('CATOCW010002851.1', 10119, 310853)],3,NA,IGH
Geoffroy's bat,Myotis emarginatus,mMyoEma1,mMyoEma1.hap1,2,78,[('OZ220668.1', 118884.0, 1434503.0), ('OZ220647.1', 229002382.0, 229915798.0)],2,NA,IGH
common vampire bat,Desmodus rotundus,mDesRot1,mDesRot1.hap1,0,66,[('CM040283.1', 15999937, 17052351)],1,0.0091811315182299,IGH
Hanaki's dwarf bat,Pipistrellus hanaki,mPipHan1,mPipHan1.pri,2,124,[('OZ203233.1', 58289, 935568), ('OZ203252.1', 13738305, 14321925)],2,NA,IGH
greater mouse-eared bat,Myotis myotis,mMyoMyo1,mMyoMyo1.pri,0,7,[('JABWUV010000075.1', 4124.0, 103965.0)],1,0.953427299986631,IGH
Angolan free-tailed bat,Mops condylurus,mMopCon1,mMopCon1.pri,0,319,[('JARPMP010001559.1', 9278738, 12581462)],1,0.260682131836621,IGH
Natterer's bat,Myotis nattereri,mMyoNat1,mMyoNat1.hap1,2,142,[('OZ125675.2', 67907.0, 1182610.0), ('OZ125696.2', 15775249.0, 16927336.0)],2,NA,IGH
pale spear-nosed bat,Phyllostomus discolor,mPhyDis1,mPhyDis1.pri,0,56,[('CM014268.2', 538126, 2706384)],1,0.0806440341022678,IGH
greater sac-winged bat,Saccopteryx bilineata,mSacBil1,mSacBil1.pri,0,68,[('CM072272.1', 85428, 1533058)],1,0.00482423988071,IGH
Kuhl's pipistrelle,Pipistrellus kuhlii,mPipKuh1,mPipKuh1.pri,0,7,[('JACAGB010000083.1', 21218, 176307)],1,0.151723173127343,IGH
Townsend's big-eared bat,Corynorhinus townsendii,mCorTow1,mCorTow1.hap1,2,161,[('JAPDVU010000001.1', 235736307, 237229156), ('JAPDVU010000016.1', 3916013, 4748890)],2,NA,IGH
Brazilian free-tailed bat,Tadarida brasiliensis,mTadBra1,mTadBra1.pri,0,410,[('CM061257.1', 245196690, 250238191)],1,0.0201371950038883,IGH
big brown bat,Eptesicus fuscus,mEptFus1,mEptFus1.pri,2,60,[('CM050751.1', 16503415, 17357907), ('CM050732.1', 30157, 228785)],2,NA,IGH
soprano pipistrelle,Pipistrellus pygmaeus,mPipPyg2.1,mPipPyg2.pri,2,119,[('CATLKD010000043.1', 65498, 994360), ('CATLKD010000165.1', 21546, 465026)],2,NA,IGH
Daubenton's bat,Myotis daubentonii,mMyoDau2,Updated curation submitted to ENA on Apr 7 2025,2,74,[('CAUJLG010000001.1', 9585.0, 815431.0), ('OY725379.1', 15973630.0, 17598601.0)],2,NA,IGH
Nathusius's pipistrelle,Pipistrellus nathusii,mPipNat1,mPipNat1.hap1,2,105,[('OZ209743.1', 210846982, 211754126), ('CAZZRB010000806.1', 6555, 202142), ('OZ209761.1', 6843458, 7348541), ('CAZZRB010000424.1', 1862, 145986)],4,NA,IGH
Schreibers' long-fingered bat,Miniopterus schreibersii,mMinSch1,mMinSch1.hap1,0,18,[('OZ071092.2', 201733306, 202293649)],1,0.0027696756825204,IGH
monito del montes,Dromiciops gliroides,mDroGli1,mDroGli1.pri,0,16,[('NC_057862.1', 264233461, 264644325)],1,0.0005856242933577,IGH
Eastern meadow vole,Microtus pennsylvanicus,mMicPen1,mMicPen1.hap1,0,59,[('CM073180.1', 3740854, 4927225)],1,0.0155285841179382,IGH
deer mouse,Peromyscus maniculatus,mPerMan1,mPerMan1.pri,0,146,[('JAOPKX010000011.1', 3848454, 6496874)],1,0.0368440091883401,IGH
European snow vole,Chionomys nivalis,mChiNiv1,mChiNiv1.pri,0,203,[('OX465458.1', 6703330.0, 13860624.0)],1,0.0850981143213209,IGH
Southern grasshopper mouse,Onychomys torridus,mOncTor1,mOncTor1.pri,2,23,[('CAJFAA010001586.1', 16566, 693689), ('CAJFAA010000547.1', 530, 351493)],2,NA,IGH
European water vole,Arvicola amphibius,mArvAmp1,mArvAmp1.pri,0,93,[('LR862386.1', 62889776, 67433713)],1,0.0327706868315537,IGH
Linnaeus's two-toed sloth,Choloepus didactylus,mChoDid1,mChoDid1.pri,0,58,[('NC_051325.1', 545752, 5826297)],1,0.0795077311105025,IGH
sunda slow loris,Nycticebus coucang,mNycCou1,mNycCou1.pri,0,22,[('atg000923l_1', 3690168, 4274997)],1,0.135896288946542,IGH
Willisornis,Heterohyrax brucei,mHetBru1,mHetBru1.pri,0,30,[('SUPER_22', 30543348, 31763902)],1,0.0147785566080309,IGH
Dromedary camel,Camelus dromedarius,mCamDro1,mCamDro1.pat,0,25,[('SUPER_5', 94206885, 94556790)],1,0.003699832706297,IGH
trefoil horseshoe bat,Rhinolophus trifoliatus,mRhiTri1,mRhiTri1.pri,0,26,[('JARDWO010002271.1', 169811, 386878)],1,0.370858177717791,IGH
intermediate roundleaf bat,Hipposideros larvatus,mHipLar1,mHipLar1.pri,0,173,[('JAVKSB010007473.1', 683, 1698931)],1,0.999327994162611,IGH
Lesser false vampire bat,Megaderma spasma,mMegSpa1,mMegSpa1.pri,0,50,[('CM093782.1', 57094437, 62630481)],1,0.0339100912560716,IGH
Greater mouse-tailed bat,Rhinopoma microphyllum,mRhiMic1,mRhiMic1.pri,0,50,[('JARUKO010001038.1', 541767, 2763349)],1,0.799014962230268,IGH
greater horseshoe bat,Rhinolophus ferrumequinum,mRhiFer1,mRhiFer1.pri,2,30,[('RXPC01000082.1', 11774, 273413), ('CM014231.1', 926, 206847)],2,NA,IGH
intermediate horseshoe bat,Rhinolophus affinis,mRhiAff1,mRhiAff1.pri,0,102,[('JARCLW010001220.1', 263591, 1296353)],1,0.772213353471835,IGH
Yong hoi sen's woolly horseshoe bat,Rhinolophus yonghoiseni,mRhiYon1,mRhiYon1.pri,0,46,[('CM093746.1', 15302, 365768)],1,0.0013594872436751,IGH
Egyptian fruit bat,Rousettus aegyptiacus,mRouAeg1,mRouAeg1.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGH
Northern woolly horseshoe bat,Rhinolophus perniger lanosus,mRhiPer1,mRhiPer1.pri,0,39,[('CM093131.1', 210464744, 210761187)],1,0.0014060537905088,IGH
Stoliczka's trident bat,Aselliscus stoliczkanus,mAseSto1,mAseSto1.pri,0,47,[('CM093053.1', 161698925, 162026105)],1,0.0020180021358206,IGH
lesser horseshoe bat,Rhinolophus hipposideros,mRhiHip2,mRhiHip2.hap1,0,39,[('OZ077422.1', 102455153, 102745042)],1,0.0028205273177366,IGH
Cyclops roundleaf bat,Doryrhina cyclops,mDorCyc1,mDorCyc1.pri,0,82,[('CM093761.1', 412182, 966214)],1,0.0023525821299282,IGH
common dormouse,Muscardinus avellanarius,mMusAve1,mMusAve1.pri,0,23,[('SUPER_12', 107783564, 108085304)],1,0.002788503230552,IGH
Tammar wallaby,Macropus eugenii,mMacEug1,mMacEug1.pri,0,26,[('SUPER_1', 319163269, 322891209)],1,0.0048908601424954,IGH
True's beaked whale,Mesoplodon mirus,mMesMir1,mMesMir1.hap1,0,10,[('CAYFDW010000472.1', 216361, 321057)],1,0.325339879740837,IGH
killer whale,Orcinus orca,mOrcOrc1,mOrcOrc1.pri,0,28,[('OW443361.1', 201636420.0, 201900564.0)],1,0.0013081168436207,IGH
common minke whale,Balaenoptera acutorostrata,mBalAcu1.1,mBalAcu1.pri,0,15,[('OX465352.1', 183624951, 183788192)],1,0.000888083329778,IGH
Sowerby's beaked whale,Mesoplodon bidens,mMesBid2,mMesBid2.hap1,0,12,[('CAXLBW010001307.1', 87432, 198366)],1,0.19159585492228,IGH
harbor porpoise,Phocoena phocoena,mPhoPho1,mPhoPho1.pri,0,20,[('CAWUQR010000132.1', 6069, 162012)],1,0.764426470588235,IGH
humpback whale,Megaptera novaeangliae,mMegNov1,mMegNov1.pri,0,17,[('CM085697.1', 34364, 291418)],1,0.0014259928811194,IGH
North Atlantic bottlenose whale,Hyperoodon ampullatus,mHypAmp2.1,mHypAmp2.pri,0,9,[('CATKHW010000644.1', 224041, 340626)],1,0.263766968325792,IGH
striped dolphin,Stenella coeruleoalba,mSteCoe1.1,mSteCoe1.pri,0,31,[('CATOBY010001609.1', 6619, 244233)],1,0.390474046344698,IGH
pygmy sperm whale,Kogia breviceps,mKogBre1,mKogBre1.hap1,0,21,[('CM048695.1', 72162, 240086)],1,0.0008894428718074,IGH
long-finned pilot whale,Globicephala melas,mGloMel1,mGloMel1.pri,0,42,[('OY734040.2', 177464200, 177801724)],1,0.0018874783223851,IGH
blue whale,Balaenoptera musculus,mBalMus1,mBalMus1.3.pri,0,17,[('CM020952.2', 55869, 237719)],1,0.0019886179317522,IGH
Blainville's beaked whale,Mesoplodon densirostris,mMesDen1,mMesDen1.pri,0,15,[('JANXIM010000010.1', 866205, 987869)],1,0.0634235166000357,IGH
false killer whale,Pseudorca crassidens,mPseCra1,mPseCra1.hap1,0,24,[('CM078529.1', 629269, 854816)],1,0.0011348582441813,IGH
white-beaked dolphin,Lagenorhynchus albirostris,mLagAlb1,mLagAlb1.pri,0,28,[('OX459072.1', 5875.0, 259239.0)],1,0.0013159131673066,IGH
narwhal,Monodon monocero,mMonMon1,mMonMon1.pri,0,34,[('SIHG02000016.1', 81803354.0, 82125149.0)],1,0.0018218129735899,IGH
Atlantic white-sided dolphin,Lagenorhynchus acutus,mLagAcu1,mLagAcu1.hap1,0,12,[('CAXWTB010000201.1', 52218.0, 156316.0)],1,0.342202498356344,IGH
gray whale,Eschrichtius robustus,mEscRob2,mEscRob2.pri,0,24,[('JAQMHZ010000789.1', 376021, 609202)],1,0.372594794113417,IGH
sei whale,Balaenoptera borealis,mBalBor1,mBalBor1.hap1,0,18,[('CBDAFA010000237.1', 329560, 563202)],1,0.366784929356358,IGH
bottlenose dolphin,Tursiops truncatus,mTurTru1,mTurTru1.mat,0,20,[('CM022275.1', 69820, 376583)],1,0.001738302392163,IGH
finback whale,Balaenoptera physalus,mBalPhy1,mBalPhy1.hap1,0,17,[('OZ239511.1', 96993, 330395)],1,0.0012966328134331,IGH
vaquita,Phocoena sinus,mPhoSin1,mPhoSin1.pri,0,9,[('CM018157.1', 178406658, 178526217)],1,0.0006695585348495,IGH
North Atlantic right whale,Eubalaena glacialis,mEubGla1,mEubGla1.hap2,0,18,[('CM053040.1', 195703249, 195979100)],1,0.0014073748491031,IGH
Risso's dolphin,Grampus griseus,mGraGri1,mGraGri1.hap1,0,20,[('OZ206314.1', 80635, 243340)],1,0.0009192505263818,IGH
saddleback dolphin,Delphinus delphis,mDelDel1.1,mDelDel1.pri,0,23,[('OX465327.1', 486011, 682208)],1,0.0010999696399251,IGH
Amazon river dolphin,Inia geoffrensis,mIniGeo1,mIniGeo1.hap1,0,31,[('CM070878.1', 260332, 522623)],1,0.0014004892857024,IGH
Rice's whale,Balaenoptera ricei,mBalRic1,mBalRic1.hap2,0,12,[('JAQMHA010000043.1', 591223, 743680)],1,0.0541395596590908,IGH
Southern marsupial mole,Notoryctes typhlops,mNotTyp1,mNotTyp1.hap1,0,3,[('JBLRMK010000007.1', 99385886, 99601042)],1,0.0006881038914706,IGH
American pika,Ochotona princeps,mOchPri1,mOchPri1.hap1,0,5,[('NC_080857.1', 26010, 103156)],1,0.0023762920314007,IGH
platypus,Ornithorhynchus anatinus,mOrnAna1,mOrnAna1.4.pri,0,38,[('NC_041741.1', 14634179.0, 14877244.0)],1,0.0045957218729209,IGH
short-beaked echidna,Tachyglossus aculeatus,mTacAcu1,mTacAcu1.pri,0,43,[('JADRJF010000686.1', 2466, 240536)],1,0.294847263247196,IGH
nine-banded armadillo,Dasypus novemcinctus,mDasNov1,mDasNov1.1.hap2,0,84,[('SUPER_19', 54092831, 66803150)],1,0.149046199210339,IGH
large treeshrew,Tupaia tana,mTupTan1,mTupTan1.pri,0,27,[('JAKSZU010000041.1', 1177130, 1781777)],1,0.257072887636078,IGH
greater bilby,Macrotis lagotis,mMacLag1,mMacLag1.pri,0,14,[('NC_133658.1', 438234431.0, 439612704.0)],1,0.0014751055974165,IGH
European mole,Talpa europaea,mTalEur1,mTalEur1.hap1,0,241,[('SCAFFOLD_14', 4094, 2199836)],1,0.0461116429366806,IGH
European rabbit,Oryctolagus cuniculus,mOryCun1,mOryCun1.pri,0,63,[('SUPER_20', 47674454, 49445935)],1,0.0358201028212773,IGH
German shepherd dog,Canis lupus familiaris,mCanFam4,mCanFam4.pri,0,34,[('NC_049229.1', 73521752, 76308502)],1,0.0364730598861402,IGH
European mink,Mustela lutreola,mMusLut2,mMusLut2.pri,0,46,[('SUPER_7', 152723010, 153956520)],1,0.0080057169247004,IGH
grey seal,Halichoerus grypus,mHalGry1,mHalGry1.hap1,0,28,[('OZ210067.1', 151512511, 151936939)],1,0.0027911226558754,IGH
stout,Mustela erminea,mMusErm1,mMusErm1.pri,0,19,[('scaffold_5_arrow_ctg1', 146794631, 147940366)],1,0.0077368809901809,IGH
Greenland wolf,Canis lupus orion,mCanLor1,mCanLor1.pri,0,79,[('SUPER_8', 93919, 2550154)],1,0.0316582264621342,IGH
American mink,Neogale vison,mNeoVis2,mNeoVis2.hap1,0,26,[('SUPER_10', 290895, 1146154)],1,0.0055832613256332,IGH
Mexican gray wolf,Canis lupus baileyi,mCanLup2,mCanLup2.hap1,0,38,[('NC_132846.1', 74568046, 77165896)],1,0.0336619092092626,IGH
Eurasian otter,Lutra lutra,mLutLut1,mLutLut1.pri,0,39,[('HiC_scaffold_5_arrow_ctg1', 147151220, 148902295)],1,0.0117518020744121,IGH
red fox,Vulpes vulpes,mVulVul1,mVulVul1.hap1,2,138,[('SUPER_9', 100519, 3498242), ('SUPER_10', 141648, 485118)],2,NA,IGH
California sea lion,Zalophus californianus,mZalCal1,mZalCal1.2.pri,0,9,[('000081F_037_arrow', 96981, 385047)],1,0.341438668314995,IGH
European pine marten,Martes martes,mMarMar1,mMarMar1.pri,0,56,[('SUPER_7', 144492642, 146069942)],1,0.010782068186748,IGH
European badger,Meles meles,mMelMel1,mMelMel3.2.pat,0,50,[('SUPER_6', 151155731, 153556245)],1,0.0156109916269709,IGH
least weasel,Mustela nivalis vulgaris,mMusNiv2,mMusNiv2.hap1,0,47,[('scaffold_8', 135453166, 136872642)],1,0.0103603804121577,IGH
African hunting dog,Lycaon pictus,mLycPic1,mLycPic1.mat,0,50,[('CM082640.1', 74438677, 76610894)],1,0.0283057884193668,IGH
Arctic ground squirrel,Urocitellus parryii,mUroPar1,mUroPar1.hap1,0,75,[('CM099849.1', 762, 1899479)],1,0.0095948224664978,IGH
European ground squirrel,Spermophilus citellus,mSpeCit3,mSpeCit3.pri,0,66,[('OZ077381.1', 227831131, 231436646)],1,0.0155712976955813,IGH
yellow bellied marmot,Marmota flaviventris,mMarFla1,mMarFla1.hap1,0,60,[('CM105168.1', 128548, 1178336)],1,0.0051386708551082,IGH
grey squirrel,Sciurus carolinensis,mSciCar1,mSciCar1.2.pri,0,23,[('CACRXI020000067.1', 2482, 1052893)],1,0.995043779004834,IGH
golden-mantled ground squirrel,Callospermophilus lateralis,mCalLat2,mCalLat2.hap1,0,72,[('CM109886.1', 175349, 2036790)],1,0.0093432452136409,IGH
Eurasian red squirrel,Sciurus vulgaris,mSciVul1.2,mSciVul1.2.pri,0,39,[('LR738612.1', 32264, 1622217)],1,0.0077798780589905,IGH
Norway rat,Rattus norvegicus,mRatNor1,mRatNor1.pri,0,138,[('CM026979.1', 132694585, 136944649)],1,0.0301435675365079,IGH
Crete spiny mouse,Acomys minous,mAcoMin1,mAcoMin1.pri,0,178,[('OZ186482.1', 3598639, 6560096)],1,0.0232238927992441,IGH
house mouse,Mus musculus,mMusMuc1.1,mMusMuc1.pri,0,121,[('OX439027.1', 113411022, 115887556)],1,0.0206509081901222,IGH
European harvest mouse,Micromys minutus,mMicMin1,mMicMin1.pri,0,107,[('OZ004780.1', 255055866, 257714147)],1,0.0101725612098439,IGH
golden spiny mouse,Acomys russatus,mAcoRus1,mAcoRus1.pri,2,24,[('CAJFAB010000468.1', 9056, 449516), ('CAJFAB010000218.1', 10578, 283282)],2,NA,IGH
Nile rat,Arvicanthis niloticus,mArvNil1,mArvNil1.pat,0,48,[('CM103869.1', 3721932, 5129788)],1,0.0298025384114206,IGH
European woodmouse,Apodemus sylvaticus,mApoSyl1,mApoSyl1.pri,0,118,[('OX359303.1', 4196967, 9110988)],1,0.0333005678108816,IGH
gray short-tailed opossum,Monodelphis domestica,mMonDom1,mMonDom1.pri,0,21,[('hap_ptg000089l_1_1', 7530, 789870)],1,0.343423036656109,IGH
common marmoset,Callithrix jacchus,mCalJac2,mCalJac2.pri,0,54,[('CM021868.1', 136270333, 136900213)],1,0.0046007705932839,IGH
Bolivian squirrel monkey,Saimiri boliviensis,mSaiBol1,mSaiBol1.pri,0,60,[('NC_133450.1', 132740605, 133817378)],1,0.0044629351238749,IGH
domestic sheep,Ovis aries,mOviAri1,mOviAri1.pri,0,5,[('CP162257.1', 72372657, 72454383)],1,0.0011268238397902,IGH
red deer,Cervus elaphus,mCerEla1,mCerEla1.pri,0,26,[('OU343090.1', 71553518, 72172326)],1,0.008573713928709,IGH
goat,Capra hircus,mCapHir4,mCapHir4.pri,0,8,[('CP168631.1', 80083624, 80285383)],1,0.0025117664629236,IGH
Reeves' muntjac,Muntiacus reevesi,mMunRee1,mMunRee1.pri,0,22,[('CAWVNM010000003.1', 241512, 932375)],1,0.712964912280702,IGH
fallow deer,Dama dama,mDamDam1,mDamDam1.mat,0,13,[('CM106735.1', 66861259, 67190064)],1,0.0048915915281481,IGH
Brahman cow,Bos taurus,UOA_Brahman_1,mBosTauInd1.mat,0,8,[('PUFS02000095.1', 9290, 128309)],1,0.898907887979215,IGH
bighorn sheep,Ovis canadensis,mOviCan1,mOviCan1.pri,0,11,[('CM090663.1', 83559105, 83827974)],1,0.0032057133471392,IGH
jaguar,Panthera onca,mPanOnc1,mPanOnc1.hap1,0,53,[('CM102104.1', 146208806, 148187977)],1,0.0133492487055904,IGH
Canada lynx,Lynx canadensis,mLynCan1,mLynCan1.pri,0,29,[('Super_Scaffold_2', 146048865, 147086805)],1,0.0070475984358072,IGH
clouded leopard,Neofelis nebulosa,mNeoNeb1,mNeoNeb1.pri,0,48,[('SUPER_7', 148145104, 150006181)],1,0.0123903152115569,IGH
Arabian horse,Equus caballus,mEquCab1,mEquCab1.pat,0,30,[('CM071556.1', 11626, 660788)],1,0.0135173944400859,IGH
koala,Phascolarctos cinereus,phaCin_HiC,mPhaCin1.pri,0,20,[('POVN02000003.1', 254221250, 255597447)],1,0.005284406051989,IGH
African elephant,Loxodonta africana,mLoxAfr1,mLoxAfr1.hap2,0,100,[('JASCQS010000019.1', 53431442, 57005838)],1,0.0442038830206442,IGH
Asian elephant,Elephas maximus indicus,mEleMax1,mEleMax1.pri,0,54,[('SUPER_21', 56866581, 59218841)],1,0.0280405905148619,IGH
Southern tamandua,Tamandua tetradactyla,mTamTet1,mTamTet1.pri,0,70,[('CM043329.1', 60600293, 65251659)],1,0.0213556391034609,IGH
common hippopotamus,Hippopotamus amphibius,mHipAmp2,mHipAmp2.hap2,0,102,[('JASFZM010000003.1', 86050, 923012)],1,0.0045446872151861,IGH
tiger quoll,Dasyurus maculatus,mDasMac1,mDasMac1.hap1,0,28,[('CM109195.1', 337794446, 338372581)],1,0.0008623288600287,IGH
fat-tailed dunnart,Sminthopsis crassicaudata,mSmiCra1,mSmiCra1.hap1,0,5,[('CM109201.1', 350271144, 350431566)],1,0.0002321127065754,IGH
Tasmanian devil,Sarcophilus harrisii,mSarHar1,mSarHar1.hap1,0,29,[('CM109175.1', 348291494, 348762462)],1,0.000682189674214,IGH
