EnglishName,LatinName,AssemblyID,AssemblyID_main,AnnotationLevel,NumGenes,ContigInfo,NumContigs,LocusFraction,Locus
adder,Vipera berus,rVipBer3,rVipBer3.hap1,2,94,[('OZ077565.1', 69153116, 70930794), ('OZ077560.1', 5869580, 7607460)],2,NA,IGH
Hawksbill sea turtle,Eretmochelys imbricata,rEreImb1,rEreImb1.hap1,0,370,[('OZ223894.1', 38292950, 43670206)],1,0.122181748115583,IGH
loggerhead sea turtle,Caretta caretta,rCarCar2,rCarCar2.hap1,0,250,[('NC_134218.1', 37668108, 42991325)],1,0.123165016138401,IGH
Kemp's ridley sea turtle,Lepidochelys kempii,rLepKem1,rLepKem1.hap1,0,262,[('OZ223571.1', 37702192, 42292114)],1,0.108269345023728,IGH
Pacific ridley,Lepidochelys olivacea,rLepOli2,rLepOli2.hap1,0,201,[('OZ223124.1', 37608761, 41845548)],1,0.100739836600187,IGH
Australian flatback sea turtle,Natator depressus,rNatDep1,rNatDep1.hap1,0,316,[('NC_134246.1', 38351282, 41776958)],1,0.0813820308395324,IGH
green sea turtle,Chelonia mydas,rCheMyd1,rCheMyd1.pri,0,222,[('NC_051253.2', 38126950, 42952314)],1,0.112339412738043,IGH
Suwannee snapping turtle,Macrochelys suwanniensis,rMacSuw1,rMacSuw1.hap2,0,197,[('CM065786.1', 42944052, 44581649)],1,0.0364390305989621,IGH
Chinese softshell turtle,Pelodiscus sinensis,rPelSin1,,2,228,[('JBPQGQ010000207.1', 147339, 2270183), ('JBPQGQ010000158.1', 1348, 161513)],2,NA,IGH
Western terrestrial garter snake,Thamnophis elegans,rThaEle1,rThaEle1.pri,0,200,[('NC_045558.1', 135066709, 137917465)],1,0.0196426576923288,IGH
royal ground snake,Erythrolamprus reginae,rEryReg1,rEryReg1.hap1,0,114,[('NC_091963.1', 144024079, 145766861)],1,0.0113974753834252,IGH
barred grass snake,Natrix helvetica,rNatHel1,rNatHel1.hap1,2,180,[('OZ187407.1', 5328284, 8473350), ('OZ187408.1', 77690174, 80532133)],2,NA,IGH
African side-necked turtle,Pelomedusa somalica,rPelSom1,rPelSom1.pri,0,151,[('CM119683.1', 46638432, 49632228)],1,0.0276420280748009,IGH
Bellinger river turtle,Myuchelys georgesi,rMyuGeo1,rMyuGeo1.pri,0,335,[('CM105066.1', 1838690, 3552531)],1,0.0318407137380977,IGH
Argentine snake-necked turtle,Hydromedusa tectifera,rHydTec1,rHydTec1.pri,2,145,[('CM113722.1', 302152, 2208404), ('JBNCFH010000030.1', 13522, 257555)],2,NA,IGH
