EnglishName,LatinName,AssemblyID,AssemblyID_main,AnnotationLevel,NumGenes,ContigInfo,NumContigs,LocusFraction,Locus
Etruscan shrew,Suncus etruscus,mSunEtr1,mSunEtr1.pri,0,22,[('NC_064859.1', 54183416, 54672495)],1,0.0046689700350183,IGK
particolored bat,Vespertilio murinus,mVesMur1,mVesMur1.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
pallid bat,Antrozous pallidus,mAntPal1,mAntPal1.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
lesser noctule,Nyctalus leisleri,mNycLei1,mNycLei1.hap1,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
brown big-eared bat,Plecotus auritus,mPleAur1,mPleAur1.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
great fruit-eating bat,Artibeus lituratus,mArtLit1,mArtLit1.hap1,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
proboscis bat,Rhynchonycteris naso,mRhyNas2,mRhyNas2.hap1,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
Alvarez's mastiff bat,Molossus alvarezi,mMolAlv2,mMolAlv2.hap1,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
common pipistrelle,Pipistrellus pipistrellus,mPipPip1,mPipPip1.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
Pallas's mastiff bat,Molossus molossus,mMolMol1,mMolMol1.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
lesser sac-winged bat,Saccopteryx leptura,mSacLep1,mSacLep1.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
northern bat,Eptesicus nilssonii,mEptNil1.1,mEptNil1.1.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
Geoffroy's bat,Myotis emarginatus,mMyoEma1,mMyoEma1.hap1,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
common vampire bat,Desmodus rotundus,mDesRot1,mDesRot1.hap1,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
Hanaki's dwarf bat,Pipistrellus hanaki,mPipHan1,mPipHan1.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
greater mouse-eared bat,Myotis myotis,mMyoMyo1,mMyoMyo1.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
Angolan free-tailed bat,Mops condylurus,mMopCon1,mMopCon1.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
Natterer's bat,Myotis nattereri,mMyoNat1,mMyoNat1.hap1,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
pale spear-nosed bat,Phyllostomus discolor,mPhyDis1,mPhyDis1.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
greater sac-winged bat,Saccopteryx bilineata,mSacBil1,mSacBil1.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
Kuhl's pipistrelle,Pipistrellus kuhlii,mPipKuh1,mPipKuh1.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
Townsend's big-eared bat,Corynorhinus townsendii,mCorTow1,mCorTow1.hap1,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
Brazilian free-tailed bat,Tadarida brasiliensis,mTadBra1,mTadBra1.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
big brown bat,Eptesicus fuscus,mEptFus1,mEptFus1.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
soprano pipistrelle,Pipistrellus pygmaeus,mPipPyg2.1,mPipPyg2.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
Daubenton's bat,Myotis daubentonii,mMyoDau2,Updated curation submitted to ENA on Apr 7 2025,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
Nathusius's pipistrelle,Pipistrellus nathusii,mPipNat1,mPipNat1.hap1,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
Schreibers' long-fingered bat,Miniopterus schreibersii,mMinSch1,mMinSch1.hap1,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
monito del montes,Dromiciops gliroides,mDroGli1,mDroGli1.pri,0,28,[('NC_057862.1', 661580841, 662430473)],1,0.0012110215049606,IGK
Eastern meadow vole,Microtus pennsylvanicus,mMicPen1,mMicPen1.hap1,0,82,[('CM073174.1', 75252593, 77416064)],1,0.0187157695686331,IGK
deer mouse,Peromyscus maniculatus,mPerMan1,mPerMan1.pri,0,176,[('JAOPKX010000009.1', 62821030, 67029834)],1,0.0566089234586294,IGK
European snow vole,Chionomys nivalis,mChiNiv1,mChiNiv1.pri,0,62,[('OX465448.1', 80467965.0, 83109183.0)],1,0.0128278017813901,IGK
Southern grasshopper mouse,Onychomys torridus,mOncTor1,mOncTor1.pri,0,92,[('LR877190.1', 128207827, 131318624)],1,0.0192877345502201,IGK
European water vole,Arvicola amphibius,mArvAmp1,mArvAmp1.pri,0,49,[('LR862381.2', 77168373, 79360227)],1,0.0113006217215025,IGK
Linnaeus's two-toed sloth,Choloepus didactylus,mChoDid1,mChoDid1.pri,0,11,[('NC_051323.1', 2534219, 3910145)],1,0.0174587498989659,IGK
sunda slow loris,Nycticebus coucang,mNycCou1,mNycCou1.pri,0,19,[('hap_ptg000297l_1_1', 84364, 688944)],1,0.44093879456211,IGK
Willisornis,Heterohyrax brucei,mHetBru1,mHetBru1.pri,0,62,[('SUPER_23', 56007583, 57378789)],1,0.0183600834999875,IGK
Dromedary camel,Camelus dromedarius,mCamDro1,mCamDro1.pat,0,9,[('SUPER_33', 13766873, 13849635)],1,0.0040623403983265,IGK
trefoil horseshoe bat,Rhinolophus trifoliatus,mRhiTri1,mRhiTri1.pri,0,7,[('CM093118.1', 109280310, 109397458)],1,0.0006673009637227,IGK
intermediate roundleaf bat,Hipposideros larvatus,mHipLar1,mHipLar1.pri,0,31,[('JAVKSB010000346.1', 516574, 1284603)],1,0.267718234409139,IGK
Lesser false vampire bat,Megaderma spasma,mMegSpa1,mMegSpa1.pri,0,18,[('CM093780.1', 136020226, 136836618)],1,0.0033442636470265,IGK
Greater mouse-tailed bat,Rhinopoma microphyllum,mRhiMic1,mRhiMic1.pri,0,8,[('CM093736.1', 14092844, 14231013)],1,0.0015520136593466,IGK
greater horseshoe bat,Rhinolophus ferrumequinum,mRhiFer1,mRhiFer1.pri,0,17,[('CM014238.1', 7301527, 7528849)],1,0.0031833551035265,IGK
intermediate horseshoe bat,Rhinolophus affinis,mRhiAff1,mRhiAff1.pri,0,24,[('JARCLW010000356.1', 299235, 622029)],1,0.0923660131392237,IGK
Yong hoi sen's woolly horseshoe bat,Rhinolophus yonghoiseni,mRhiYon1,mRhiYon1.pri,0,15,[('CM093750.1', 65005292, 65329393)],1,0.0017347885129114,IGK
Egyptian fruit bat,Rousettus aegyptiacus,mRouAeg1,mRouAeg1.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
Northern woolly horseshoe bat,Rhinolophus perniger lanosus,mRhiPer1,mRhiPer1.pri,0,9,[('JARWAX010000184.1', 1830542, 1981656)],1,0.0243259158237093,IGK
Stoliczka's trident bat,Aselliscus stoliczkanus,mAseSto1,mAseSto1.pri,0,10,[('CM093050.1', 15206594, 15491822)],1,0.0015186962925074,IGK
lesser horseshoe bat,Rhinolophus hipposideros,mRhiHip2,mRhiHip2.hap1,0,13,[('OZ077429.1', 13523844, 13685406)],1,0.0020805525475314,IGK
Cyclops roundleaf bat,Doryrhina cyclops,mDorCyc1,mDorCyc1.pri,0,15,[('CM093767.1', 135608597, 135963800)],1,0.0024185956733487,IGK
common dormouse,Muscardinus avellanarius,mMusAve1,mMusAve1.pri,0,25,[('SUPER_15', 86631908, 86809279)],1,0.0019524987698841,IGK
Tammar wallaby,Macropus eugenii,mMacEug1,mMacEug1.pri,0,6,[('hap_ptg000859l_1_1', 302512, 1158421)],1,0.627637770505075,IGK
True's beaked whale,Mesoplodon mirus,mMesMir1,mMesMir1.hap1,0,4,[('OZ205428.1', 11737468, 11809609)],1,0.0008189992290569,IGK
killer whale,Orcinus orca,mOrcOrc1,mOrcOrc1.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
common minke whale,Balaenoptera acutorostrata,mBalAcu1.1,mBalAcu1.pri,0,5,[('OX465362.1', 13391300, 13520436)],1,0.0013673166986844,IGK
Sowerby's beaked whale,Mesoplodon bidens,mMesBid2,mMesBid2.hap1,0,5,[('OZ073226.1', 11517785, 11590035)],1,0.0008077484282557,IGK
harbor porpoise,Phocoena phocoena,mPhoPho1,mPhoPho1.pri,0,4,[('CAWUQW010001117.1', 1561467, 1618537)],1,0.0172160290370788,IGK
humpback whale,Megaptera novaeangliae,mMegNov1,mMegNov1.pri,0,4,[('CM085709.1', 77997671, 78086270)],1,0.000965420786886,IGK
North Atlantic bottlenose whale,Hyperoodon ampullatus,mHypAmp2.1,mHypAmp2.pri,0,4,[('OX457070.1', 11563416, 11623695)],1,0.0006778815566533,IGK
striped dolphin,Stenella coeruleoalba,mSteCoe1.1,mSteCoe1.pri,0,4,[('OX596398.1', 12930677, 12976283)],1,0.0005058318398283,IGK
pygmy sperm whale,Kogia breviceps,mKogBre1,mKogBre1.hap1,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
long-finned pilot whale,Globicephala melas,mGloMel1,mGloMel1.pri,0,4,[('OY734051.1', 12975692, 13021417)],1,0.0005038989602192,IGK
blue whale,Balaenoptera musculus,mBalMus1,mBalMus1.3.pri,0,3,[('CM020953.2', 12877972, 12966388)],1,0.0009755162263922,IGK
Blainville's beaked whale,Mesoplodon densirostris,mMesDen1,mMesDen1.pri,0,5,[('JANXIM010001093.1', 754938, 827854)],1,0.072178551736904,IGK
false killer whale,Pseudorca crassidens,mPseCra1,mPseCra1.hap1,0,3,[('CM078542.1', 12942560, 12986440)],1,0.0004759496244417,IGK
white-beaked dolphin,Lagenorhynchus albirostris,mLagAlb1,mLagAlb1.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
narwhal,Monodon monocero,mMonMon1,mMonMon1.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
Atlantic white-sided dolphin,Lagenorhynchus acutus,mLagAcu1,mLagAcu1.hap1,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
gray whale,Eschrichtius robustus,mEscRob2,mEscRob2.pri,0,4,[('JAQMHZ010000378.1', 17493, 102696)],1,0.0528567378491167,IGK
sei whale,Balaenoptera borealis,mBalBor1,mBalBor1.hap1,0,4,[('OZ239548.1', 12629000, 12721720)],1,0.0010065303651007,IGK
bottlenose dolphin,Tursiops truncatus,mTurTru1,mTurTru1.mat,0,2,[('CM022287.1', 12179425, 12220716)],1,0.0004666537994339,IGK
finback whale,Balaenoptera physalus,mBalPhy1,mBalPhy1.hap1,0,2,[('OZ239524.1', 15001467, 15083637)],1,0.000836544362598,IGK
vaquita,Phocoena sinus,mPhoSin1,mPhoSin1.pri,0,3,[('CM018168.1', 78081528, 78138820)],1,0.0006337599332373,IGK
North Atlantic right whale,Eubalaena glacialis,mEubGla1,mEubGla1.hap2,0,3,[('CM053052.1', 81301412, 81389544)],1,0.0009308441775064,IGK
Risso's dolphin,Grampus griseus,mGraGri1,mGraGri1.hap1,0,4,[('OZ206328.1', 76315996, 76361694)],1,0.0005162876156985,IGK
saddleback dolphin,Delphinus delphis,mDelDel1.1,mDelDel1.pri,0,3,[('CATLKG020000736.1', 548279, 589753)],1,0.045526445492636,IGK
Amazon river dolphin,Inia geoffrensis,mIniGeo1,mIniGeo1.hap1,0,2,[('CM070911.1', 80708801, 80751628)],1,0.0004255246849426,IGK
Rice's whale,Balaenoptera ricei,mBalRic1,mBalRic1.hap2,0,3,[('JAQMHA010000016.1', 13583098, 13673158)],1,0.0009657534766589,IGK
Southern marsupial mole,Notoryctes typhlops,mNotTyp1,mNotTyp1.hap1,0,3,[('JBLRMK010000004.1', 452327335, 452435808)],1,0.0002186137174795,IGK
American pika,Ochotona princeps,mOchPri1,mOchPri1.hap1,0,5,[('NC_080839.1', 14755292, 15068848)],1,0.0037753778529459,IGK
platypus,Ornithorhynchus anatinus,mOrnAna1,mOrnAna1.4.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
short-beaked echidna,Tachyglossus aculeatus,mTacAcu1,mTacAcu1.pri,0,5,[('NC_052075.1', 18151725, 18315810)],1,0.0027212642308511,IGK
nine-banded armadillo,Dasypus novemcinctus,mDasNov1,mDasNov1.1.hap2,0,76,[('SUPER_17', 81792478, 92509982)],1,0.105149575276316,IGK
large treeshrew,Tupaia tana,mTupTan1,mTupTan1.pri,0,34,[('JAKSZU010000003.1', 146197133, 146988674)],1,0.0034442118470887,IGK
greater bilby,Macrotis lagotis,mMacLag1,mMacLag1.pri,3,0,[('NA', 'NA', 'NA')],1,NA,IGK
European mole,Talpa europaea,mTalEur1,mTalEur1.hap1,0,70,[('SCAFFOLD_5', 43428226, 44127060)],1,0.0050100762658101,IGK
European rabbit,Oryctolagus cuniculus,mOryCun1,mOryCun1.pri,0,26,[('SUPER_2', 114393305, 115256050)],1,0.0043124224759154,IGK
German shepherd dog,Canis lupus familiaris,mCanFam4,mCanFam4.pri,0,21,[('NC_049238.1', 37693766, 38009674)],1,0.0048535398101943,IGK
European mink,Mustela lutreola,mMusLut2,mMusLut2.pri,0,54,[('SUPER_9', 107322173, 108042035)],1,0.0049214088346514,IGK
grey seal,Halichoerus grypus,mHalGry1,mHalGry1.hap1,0,13,[('CAZZRT010000010.1', 37158141, 37292358)],1,0.0009915742379679,IGK
stout,Mustela erminea,mMusErm1,mMusErm1.pri,0,43,[('scaffold_7_arrow_ctg1', 103150018, 103946217)],1,0.0056285123459827,IGK
Greenland wolf,Canis lupus orion,mCanLor1,mCanLor1.pri,0,17,[('SUPER_17', 26686655, 26927830)],1,0.0036565954216681,IGK
American mink,Neogale vison,mNeoVis2,mNeoVis2.hap1,0,36,[('SUPER_11', 108544289, 109198078)],1,0.0044548005119304,IGK
Mexican gray wolf,Canis lupus baileyi,mCanLup2,mCanLup2.hap1,0,11,[('CM107022.1', 26745872, 26933856)],1,0.0028312430404607,IGK
Eurasian otter,Lutra lutra,mLutLut1,mLutLut1.pri,0,37,[('HiC_scaffold_4_arrow_ctg1', 38329182, 38992249)],1,0.0046019007163693,IGK
red fox,Vulpes vulpes,mVulVul1,mVulVul1.hap1,0,10,[('SUPER_13', 37779617, 37968286)],1,0.0016885265049545,IGK
California sea lion,Zalophus californianus,mZalCal1,mZalCal1.2.pri,0,5,[('SUPER_8', 38533122, 38627412)],1,0.0006707224282345,IGK
European pine marten,Martes martes,mMarMar1,mMarMar1.pri,0,45,[('SUPER_9', 101006294, 101724119)],1,0.0051538604969346,IGK
European badger,Meles meles,mMelMel1,mMelMel3.2.pat,0,36,[('SUPER_15', 37950993, 38639865)],1,0.0081058790144676,IGK
least weasel,Mustela nivalis vulgaris,mMusNiv2,mMusNiv2.hap1,0,60,[('scaffold_1', 227933937, 228861974)],1,0.003481884188077,IGK
African hunting dog,Lycaon pictus,mLycPic1,mLycPic1.mat,0,13,[('CM082688.1', 37577658, 37772532)],1,0.0030223622141228,IGK
Arctic ground squirrel,Urocitellus parryii,mUroPar1,mUroPar1.hap1,0,130,[('CM099855.1', 23486652, 30750686)],1,0.0680818164526005,IGK
European ground squirrel,Spermophilus citellus,mSpeCit3,mSpeCit3.pri,0,110,[('OZ077391.1', 15850080, 23302703)],1,0.0637851200402427,IGK
yellow bellied marmot,Marmota flaviventris,mMarFla1,mMarFla1.hap1,0,76,[('CM105180.1', 78557183, 82755001)],1,0.0423323933379892,IGK
grey squirrel,Sciurus carolinensis,mSciCar1,mSciCar1.2.pri,0,12,[('CACRXG010006795.1', 7215, 398294)],1,0.971434178136465,IGK
golden-mantled ground squirrel,Callospermophilus lateralis,mCalLat2,mCalLat2.hap1,0,69,[('CM109897.1', 81192488, 84640097)],1,0.0315866575433654,IGK
Eurasian red squirrel,Sciurus vulgaris,mSciVul1.2,mSciVul1.2.pri,0,76,[('LR738625.1', 2364666, 5949033)],1,0.0361190830650419,IGK
Norway rat,Rattus norvegicus,mRatNor1,mRatNor1.pri,0,124,[('CM026977.1', 96738433, 102647703)],1,0.0323462841411922,IGK
Crete spiny mouse,Acomys minous,mAcoMin1,mAcoMin1.pri,2,62,[('OZ186477.1', 146531834, 147631656), ('OZ186491.1', 72920794, 73674855)],2,NA,IGK
house mouse,Mus musculus,mMusMuc1.1,mMusMuc1.pri,0,111,[('OX439020.1', 69763689, 72912604)],1,0.0207645135817003,IGK
European harvest mouse,Micromys minutus,mMicMin1,mMicMin1.pri,0,76,[('OZ004798.1', 15100980, 16466916)],1,0.0251046915607216,IGK
golden spiny mouse,Acomys russatus,mAcoRus1,mAcoRus1.pri,0,22,[('CAJFAB010000426.1', 96076, 797884)],1,0.782578733682059,IGK
Nile rat,Arvicanthis niloticus,mArvNil1,mArvNil1.pat,0,99,[('CM022259.1', 6959530, 11398081)],1,0.0513801497720233,IGK
European woodmouse,Apodemus sylvaticus,mApoSyl1,mApoSyl1.pri,0,100,[('OX359298.1', 93945781, 100268890)],1,0.0336226849700879,IGK
gray short-tailed opossum,Monodelphis domestica,mMonDom1,mMonDom1.pri,0,6,[('hap_ptg000107l_1_1', 867728, 1474245)],1,0.39352713055067,IGK
common marmoset,Callithrix jacchus,mCalJac2,mCalJac2.pri,0,24,[('CM021872.1', 21300865, 21727112)],1,0.0038335954766618,IGK
Bolivian squirrel monkey,Saimiri boliviensis,mSaiBol1,mSaiBol1.pri,0,30,[('NC_133449.1', 50263286, 50670586)],1,0.0013486274819779,IGK
domestic sheep,Ovis aries,mOviAri1,mOviAri1.pri,0,8,[('CP162242.1', 59637044, 59741148)],1,0.0004506075746525,IGK
red deer,Cervus elaphus,mCerEla1,mCerEla1.pri,0,13,[('OU343088.1', 57411848, 57658286)],1,0.0023864842704144,IGK
goat,Capra hircus,mCapHir4,mCapHir4.pri,0,9,[('CP168621.1', 53679602, 53812374)],1,0.0011724804983895,IGK
Reeves' muntjac,Muntiacus reevesi,mMunRee1,mMunRee1.pri,0,9,[('OZ005626.1', 56651397, 56827584)],1,0.0006474631488561,IGK
fallow deer,Dama dama,mDamDam1,mDamDam1.mat,0,14,[('CM106733.1', 57248085, 57538941)],1,0.0028218069867955,IGK
Brahman cow,Bos taurus,UOA_Brahman_1,mBosTauInd1.mat,0,11,[('CM011784.1', 46779679, 46958285)],1,0.0016770017425491,IGK
bighorn sheep,Ovis canadensis,mOviCan1,mOviCan1.pri,0,6,[('CM090648.1', 59562469, 59684033)],1,0.0005231746252094,IGK
jaguar,Panthera onca,mPanOnc1,mPanOnc1.hap1,0,10,[('CM102106.1', 38407161, 38518880)],1,0.0007969093962044,IGK
Canada lynx,Lynx canadensis,mLynCan1,mLynCan1.pri,0,10,[('Super_Scaffold_9', 101569819, 101685928)],1,0.000830351356287,IGK
clouded leopard,Neofelis nebulosa,mNeoNeb1,mNeoNeb1.pri,0,10,[('SUPER_9', 38656684, 38772221)],1,0.0008147116228512,IGK
Arabian horse,Equus caballus,mEquCab1,mEquCab1.pat,0,21,[('CM071540.1', 74958689, 75786719)],1,0.0084200560053766,IGK
koala,Phascolarctos cinereus,phaCin_HiC,mPhaCin1.pri,0,4,[('POVN02000002.1', 38370348, 39459173)],1,0.0026238330202472,IGK
African elephant,Loxodonta africana,mLoxAfr1,mLoxAfr1.hap2,0,62,[('JASCQS010000014.1', 44098124, 46949451)],1,0.0326592257911356,IGK
Asian elephant,Elephas maximus indicus,mEleMax1,mEleMax1.pri,0,79,[('SUPER_17', 42802704, 46648442)],1,0.0420288523356978,IGK
Southern tamandua,Tamandua tetradactyla,mTamTet1,mTamTet1.pri,0,49,[('CM043343.1', 63000677, 66536260)],1,0.0428315222524129,IGK
common hippopotamus,Hippopotamus amphibius,mHipAmp2,mHipAmp2.hap2,0,13,[('NC_080192.1', 71399397, 71598786)],1,0.0013362245269487,IGK
tiger quoll,Dasyurus maculatus,mDasMac1,mDasMac1.hap1,0,52,[('CM109195.1', 4833467, 6917604)],1,0.0031086363623611,IGK
fat-tailed dunnart,Sminthopsis crassicaudata,mSmiCra1,mSmiCra1.hap1,0,9,[('CM109201.1', 35974840, 37423967)],1,0.0020967248266548,IGK
Tasmanian devil,Sarcophilus harrisii,mSarHar1,mSarHar1.hap1,0,29,[('CM109175.1', 34882931, 36750507)],1,0.0027051541994573,IGK
